CAR_ID,MODEL_KEY,MODEL,YEAR_KEY,PRICE,MILEAGE,TAX,MPG,ENGINE_SIZE,TRANSMISSION,FUEL_TYPE
8139,13,E Class,2016,17900,53275,30,65.7,2,AUTOMATIC,DIESEL
8140,13,E Class,2016,17940,35012,30,65.7,2,SEMI-AUTO,DIESEL
8141,13,E Class,2016,17950,30264,20,72.4,2,AUTOMATIC,DIESEL
8142,13,E Class,2016,17980,49096,145,54.3,3,SEMI-AUTO,DIESEL
8143,13,E Class,2016,17990,16503,20,72.4,2,SEMI-AUTO,DIESEL
8144,13,E Class,2016,17990,28123,30,65.7,2,SEMI-AUTO,DIESEL
8145,13,E Class,2016,17990,34356,20,72.4,2,SEMI-AUTO,DIESEL
8146,13,E Class,2016,17990,37778,125,56.5,2.1,AUTOMATIC,DIESEL
8147,13,E Class,2016,17990,39000,30,65.7,2,AUTOMATIC,DIESEL
8148,13,E Class,2016,17990,39000,30,65.7,2,AUTOMATIC,DIESEL
8149,13,E Class,2016,17995,30417,145,56.5,2.1,SEMI-AUTO,DIESEL
8150,13,E Class,2016,17995,34000,20,72.4,2,AUTOMATIC,DIESEL
8151,13,E Class,2016,17995,39980,30,65.7,2,AUTOMATIC,DIESEL
8152,13,E Class,2016,17998,57036,30,65.7,2,SEMI-AUTO,DIESEL
8153,13,E Class,2016,17999,42217,20,72.4,2,SEMI-AUTO,DIESEL
8154,13,E Class,2016,17999,42255,20,72.4,2,SEMI-AUTO,DIESEL
8155,13,E Class,2016,18037,25593,125,58.9,2.1,SEMI-AUTO,DIESEL
8156,13,E Class,2016,18116,27784,125,58.9,2.1,AUTOMATIC,DIESEL
8157,13,E Class,2016,18199,26905,30,65.7,2,SEMI-AUTO,DIESEL
8158,13,E Class,2016,18199,29700,20,72.4,2,SEMI-AUTO,DIESEL
8159,13,E Class,2016,18260,37199,30,65.7,2,AUTOMATIC,DIESEL
8160,13,E Class,2016,18280,40184,30,65.7,2,SEMI-AUTO,DIESEL
8161,13,E Class,2016,18280,40184,30,65.7,2,SEMI-AUTO,DIESEL
8162,13,E Class,2016,18280,40184,30,65.7,2,SEMI-AUTO,DIESEL
8163,13,E Class,2016,18295,20582,125,58.9,2.1,SEMI-AUTO,DIESEL
8164,13,E Class,2016,18299,31599,125,56.5,2.1,SEMI-AUTO,DIESEL
8165,13,E Class,2016,18300,36188,30,65.7,2,AUTOMATIC,DIESEL
8166,13,E Class,2016,18304,45905,30,61.4,2,SEMI-AUTO,DIESEL
8167,13,E Class,2016,18314,33367,150,54.3,3,AUTOMATIC,DIESEL
8168,13,E Class,2016,18329,39031,30,65.7,2,AUTOMATIC,DIESEL
8169,13,E Class,2016,18342,27141,20,72.4,2,SEMI-AUTO,DIESEL
8170,13,E Class,2016,18391,38198,20,72.4,2,AUTOMATIC,DIESEL
8171,13,E Class,2016,18480,19639,125,58.9,2.1,AUTOMATIC,DIESEL
8172,13,E Class,2016,18481,42752,20,72.4,2,SEMI-AUTO,DIESEL
8173,13,E Class,2016,18498,39947,145,56.5,2.1,AUTOMATIC,DIESEL
8174,13,E Class,2016,18500,20698,20,72.4,2,AUTOMATIC,DIESEL
8175,13,E Class,2016,18500,23129,150,56.5,2.1,SEMI-AUTO,DIESEL
8176,13,E Class,2016,18500,49000,20,72.4,2,AUTOMATIC,DIESEL
8177,13,E Class,2016,18500,50000,20,72.4,2,AUTOMATIC,DIESEL
8178,13,E Class,2016,18550,41458,30,65.7,2,AUTOMATIC,DIESEL
8179,13,E Class,2016,18649,12523,145,56.5,2.1,SEMI-AUTO,DIESEL
8180,13,E Class,2016,18691,30168,20,72.4,2,AUTOMATIC,DIESEL
8181,13,E Class,2016,18695,18335,150,56.5,2.1,AUTOMATIC,DIESEL
8182,13,E Class,2016,18698,31131,145,54.3,3,SEMI-AUTO,DIESEL
8183,13,E Class,2016,18740,12600,160,52.3,3,AUTOMATIC,DIESEL
8184,13,E Class,2016,18750,33500,20,67.3,2,AUTOMATIC,DIESEL
8185,13,E Class,2016,18750,53000,20,67.3,2,AUTOMATIC,DIESEL
8186,13,E Class,2016,18795,36998,160,51.4,3,AUTOMATIC,DIESEL
8187,13,E Class,2016,18795,48207,30,65.7,2,SEMI-AUTO,DIESEL
8188,13,E Class,2016,18799,44739,30,65.7,2,AUTOMATIC,DIESEL
8189,13,E Class,2016,18800,31257,30,65.7,2,AUTOMATIC,DIESEL
8190,13,E Class,2016,18850,24053,125,56.5,2.1,SEMI-AUTO,DIESEL
8191,13,E Class,2016,18872,15758,125,58.9,2.1,SEMI-AUTO,DIESEL
8192,13,E Class,2016,18880,45143,30,65.7,2,SEMI-AUTO,DIESEL
8193,13,E Class,2016,18900,48139,30,65.7,2,AUTOMATIC,DIESEL
8194,13,E Class,2016,18900,61709,160,51.4,3,AUTOMATIC,DIESEL
8195,13,E Class,2016,18902,44987,20,67.3,2,SEMI-AUTO,DIESEL
8196,13,E Class,2016,18949,15238,125,58.9,2.1,AUTOMATIC,DIESEL
8197,13,E Class,2016,18980,33079,20,72.4,2,SEMI-AUTO,DIESEL
8198,13,E Class,2016,18990,25000,30,65.7,2,AUTOMATIC,DIESEL
8199,13,E Class,2016,18990,33499,30,65.7,2,SEMI-AUTO,DIESEL
8200,13,E Class,2016,18990,33599,160,52.3,3,AUTOMATIC,DIESEL
8201,13,E Class,2016,18991,27834,30,65.7,2,SEMI-AUTO,DIESEL
8202,13,E Class,2016,18995,11000,125,58.9,2.1,AUTOMATIC,DIESEL
8203,13,E Class,2016,18995,18723,125,60.1,2.1,SEMI-AUTO,DIESEL
8204,13,E Class,2016,18995,23772,125,58.9,2.1,AUTOMATIC,DIESEL
8205,13,E Class,2016,18998,23951,125,58.9,2.1,SEMI-AUTO,DIESEL
8206,13,E Class,2016,18998,29466,145,54.3,3,SEMI-AUTO,DIESEL
8207,13,E Class,2016,18998,32107,160,52.3,3,SEMI-AUTO,DIESEL
8208,13,E Class,2016,18999,15396,20,72.4,2,AUTOMATIC,DIESEL
8209,13,E Class,2016,19004,24186,150,54.3,3,AUTOMATIC,DIESEL
8210,13,E Class,2016,19200,27064,145,54.3,3,AUTOMATIC,DIESEL
8211,13,E Class,2016,19232,56056,145,65.7,2,SEMI-AUTO,DIESEL
8212,13,E Class,2016,19248,42868,145,53.3,3,AUTOMATIC,DIESEL
8213,13,E Class,2016,19250,27083,30,65.7,2,AUTOMATIC,DIESEL
8214,13,E Class,2016,19250,54126,160,50.4,3,SEMI-AUTO,DIESEL
8215,13,E Class,2016,19290,31514,165,51.4,3,AUTOMATIC,DIESEL
8216,13,E Class,2016,19298,26780,160,52.3,3,SEMI-AUTO,DIESEL
8217,13,E Class,2016,19299,24267,145,54.3,3,AUTOMATIC,DIESEL
8218,13,E Class,2016,19349,13177,20,72.4,2,SEMI-AUTO,DIESEL
8219,13,E Class,2016,19370,12824,20,72.4,2,SEMI-AUTO,DIESEL
8220,13,E Class,2016,19392,31019,160,43.5,2,SEMI-AUTO,PETROL
8221,13,E Class,2016,19399,55407,30,65.7,2,SEMI-AUTO,DIESEL
8222,13,E Class,2016,19402,18217,160,45.6,2,SEMI-AUTO,PETROL
8223,13,E Class,2016,19431,36790,145,54.3,3,SEMI-AUTO,DIESEL
8224,13,E Class,2016,19480,19448,125,58.9,2.1,SEMI-AUTO,DIESEL
8225,13,E Class,2016,19480,35744,160,50.4,3,SEMI-AUTO,DIESEL
8226,13,E Class,2016,19481,57645,165,51.4,3,SEMI-AUTO,DIESEL
8227,13,E Class,2016,19489,26550,125,56.5,2.1,SEMI-AUTO,DIESEL
8228,13,E Class,2016,19495,26953,20,72.4,2,SEMI-AUTO,DIESEL
8229,13,E Class,2016,19498,23791,125,56.5,2.1,SEMI-AUTO,DIESEL
8230,13,E Class,2016,19498,33249,145,54.3,3,SEMI-AUTO,DIESEL
8231,13,E Class,2016,19498,36107,160,51.4,3,SEMI-AUTO,DIESEL
8232,13,E Class,2016,19498,38238,165,52.3,3,SEMI-AUTO,DIESEL
8233,13,E Class,2016,19499,14596,20,72.4,2,AUTOMATIC,DIESEL
8234,13,E Class,2016,19499,28530,30,65.7,2,SEMI-AUTO,DIESEL
8235,13,E Class,2016,19501,25783,20,67.3,2,SEMI-AUTO,DIESEL
8236,13,E Class,2016,19502,21733,20,72.4,2,SEMI-AUTO,DIESEL
8237,13,E Class,2016,19552,14815,125,61.4,2.1,SEMI-AUTO,DIESEL
8238,13,E Class,2016,19599,27032,30,65.7,2,AUTOMATIC,DIESEL
8239,13,E Class,2016,19599,29570,30,65.7,2,AUTOMATIC,DIESEL
8240,13,E Class,2016,19612,19119,20,72.4,2,SEMI-AUTO,DIESEL
8241,13,E Class,2016,19698,42334,30,65.7,2,SEMI-AUTO,DIESEL
8242,13,E Class,2016,19699,30148,30,61.4,2,SEMI-AUTO,DIESEL
8243,13,E Class,2016,19700,24874,30,65.7,2,SEMI-AUTO,DIESEL
8244,13,E Class,2016,19701,14123,30,65.7,2,SEMI-AUTO,DIESEL
8245,13,E Class,2016,19740,21430,160,52.3,3,AUTOMATIC,DIESEL
8246,13,E Class,2016,19750,29000,30,65.7,2,SEMI-AUTO,DIESEL
8247,13,E Class,2016,19798,12863,160,52.3,3,SEMI-AUTO,DIESEL
8248,13,E Class,2016,19799,5548,125,58.9,2.1,SEMI-AUTO,DIESEL
8249,13,E Class,2016,19799,19198,20,72.4,2,SEMI-AUTO,DIESEL
8250,13,E Class,2016,19802,9582,160,46.3,2,SEMI-AUTO,PETROL
8251,13,E Class,2016,19811,21423,150,53.3,3,AUTOMATIC,DIESEL
8252,13,E Class,2016,19845,32741,30,65.7,2,AUTOMATIC,DIESEL
8253,13,E Class,2016,19971,37843,145,54.3,3,AUTOMATIC,DIESEL
8254,13,E Class,2016,19980,16383,145,53.3,3,SEMI-AUTO,DIESEL
8255,13,E Class,2016,19990,23543,160,51.4,3,SEMI-AUTO,DIESEL
8256,13,E Class,2016,19990,43000,160,51.4,3,SEMI-AUTO,DIESEL
8257,13,E Class,2016,19990,47805,145,54.3,3,SEMI-AUTO,DIESEL
8258,13,E Class,2016,19995,13000,125,58.9,2.1,AUTOMATIC,DIESEL
8259,13,E Class,2016,19995,22000,20,72.4,2,SEMI-AUTO,DIESEL
8260,13,E Class,2016,19998,18718,145,54.3,3,SEMI-AUTO,DIESEL
8261,13,E Class,2016,19998,20215,20,72.4,2,SEMI-AUTO,DIESEL
8262,13,E Class,2016,19998,29511,30,65.7,2,SEMI-AUTO,DIESEL
8263,13,E Class,2016,19998,31736,30,65.7,2,SEMI-AUTO,DIESEL
8264,13,E Class,2016,19998,35665,145,54.3,3,SEMI-AUTO,DIESEL
8265,13,E Class,2016,19999,16137,30,65.7,2,AUTOMATIC,DIESEL
8266,13,E Class,2016,19999,27663,30,65.7,2,SEMI-AUTO,DIESEL
8267,13,E Class,2016,19999,27663,30,65.7,2,SEMI-AUTO,DIESEL
8268,13,E Class,2016,20042,25262,150,54.3,3,AUTOMATIC,DIESEL
8269,13,E Class,2016,20049,24242,20,72.4,2,SEMI-AUTO,DIESEL
8270,13,E Class,2016,20049,24242,20,72.4,2,SEMI-AUTO,DIESEL
8271,13,E Class,2016,20049,27868,145,54.3,3,SEMI-AUTO,DIESEL
8272,13,E Class,2016,20052,25072,20,67.3,2,AUTOMATIC,DIESEL
8273,13,E Class,2016,20106,17703,150,53.3,3,AUTOMATIC,DIESEL
8274,13,E Class,2016,20184,16725,150,53.3,3,AUTOMATIC,DIESEL
8275,13,E Class,2016,20264,26644,165,50.4,3,AUTOMATIC,DIESEL
8276,13,E Class,2016,20298,23411,160,52.3,3,SEMI-AUTO,DIESEL
8277,13,E Class,2016,20298,25273,145,54.3,3,SEMI-AUTO,DIESEL
8278,13,E Class,2016,20298,26707,145,54.3,3,SEMI-AUTO,DIESEL
8279,13,E Class,2016,20349,14391,30,65.7,2,SEMI-AUTO,DIESEL
8280,13,E Class,2016,20349,14391,30,65.7,2,SEMI-AUTO,DIESEL
8281,13,E Class,2016,20380,27836,20,67.3,2,SEMI-AUTO,DIESEL
8282,13,E Class,2016,20480,25837,145,53.3,3,SEMI-AUTO,DIESEL
8283,13,E Class,2016,20480,29131,160,50.4,3,SEMI-AUTO,DIESEL
8284,13,E Class,2016,20498,25891,150,54.3,3,SEMI-AUTO,DIESEL
8285,13,E Class,2016,20498,37915,160,51.4,3,SEMI-AUTO,DIESEL
8286,13,E Class,2016,20680,25962,160,52.3,3,SEMI-AUTO,DIESEL
8287,13,E Class,2016,20698,22284,145,54.3,3,SEMI-AUTO,DIESEL
8288,13,E Class,2016,20782,18216,160,52.3,3,SEMI-AUTO,DIESEL
8289,13,E Class,2016,20800,24279,30,65.7,2,AUTOMATIC,DIESEL
8290,13,E Class,2016,20800,40000,30,65.7,2,AUTOMATIC,DIESEL
8291,13,E Class,2016,20950,49000,30,65.7,2,AUTOMATIC,DIESEL
8292,13,E Class,2016,20995,19027,30,65.7,2,AUTOMATIC,DIESEL
8293,13,E Class,2016,20998,16843,145,54.3,3,SEMI-AUTO,DIESEL
8294,13,E Class,2016,20998,37181,160,51.4,3,SEMI-AUTO,DIESEL
8295,13,E Class,2016,21064,24927,165,51.4,3,AUTOMATIC,DIESEL
8296,13,E Class,2016,21299,12021,30,65.7,2,SEMI-AUTO,DIESEL
8297,13,E Class,2016,21317,21316,165,50.4,3,AUTOMATIC,DIESEL
8298,13,E Class,2016,21498,17078,165,50.4,3,SEMI-AUTO,DIESEL
8299,13,E Class,2016,21498,29833,160,51.4,3,SEMI-AUTO,DIESEL
8300,13,E Class,2016,21594,26315,165,51.4,3,AUTOMATIC,DIESEL
8301,13,E Class,2016,21672,20568,165,50.4,3,AUTOMATIC,DIESEL
8302,13,E Class,2016,21749,27178,160,51.4,3,SEMI-AUTO,DIESEL
8303,13,E Class,2016,21749,30209,30,65.7,2,SEMI-AUTO,DIESEL
8304,13,E Class,2016,21980,49477,145,54.3,3,SEMI-AUTO,DIESEL
8305,13,E Class,2016,21990,32266,160,51.4,3,AUTOMATIC,DIESEL
8306,13,E Class,2016,21995,15000,135,56.5,2.1,AUTOMATIC,DIESEL
8307,13,E Class,2016,21995,40100,165,43.5,2,SEMI-AUTO,PETROL
8308,13,E Class,2016,21999,41090,235,37.7,3.5,SEMI-AUTO,PETROL
8309,13,E Class,2016,22372,40950,30,61.4,2,SEMI-AUTO,DIESEL
8310,13,E Class,2016,22399,33087,30,65.7,2,SEMI-AUTO,DIESEL
8311,13,E Class,2016,22480,33662,30,65.7,2,SEMI-AUTO,DIESEL
8312,13,E Class,2016,22495,22436,30,61.4,2,SEMI-AUTO,DIESEL
8313,13,E Class,2016,22615,13118,165,50.4,3,AUTOMATIC,DIESEL
8314,13,E Class,2016,22624,19176,30,65.7,2,SEMI-AUTO,DIESEL
8315,13,E Class,2016,22636,12902,165,50.4,3,AUTOMATIC,DIESEL
8316,13,E Class,2016,22799,21330,30,65.7,2,SEMI-AUTO,DIESEL
8317,13,E Class,2016,22990,32000,30,61.4,2,SEMI-AUTO,DIESEL
8318,13,E Class,2016,22990,49521,160,51.4,3,AUTOMATIC,DIESEL
8319,13,E Class,2016,22999,16257,20,72.4,2,SEMI-AUTO,DIESEL
8320,13,E Class,2016,23495,19433,30,65.7,2,SEMI-AUTO,DIESEL
8321,13,E Class,2016,24890,36178,160,51.4,3,AUTOMATIC,DIESEL
8322,13,E Class,2016,24995,12710,145,54.3,3,SEMI-AUTO,DIESEL
8323,13,E Class,2016,25412,24346,160,51.4,3,SEMI-AUTO,DIESEL
8324,13,E Class,2016,25629,17943,165,51.4,3,AUTOMATIC,DIESEL
8325,13,E Class,2016,26000,19694,160,51.4,3,SEMI-AUTO,DIESEL
8326,13,E Class,2017,15491,128000,150,65.7,2,AUTOMATIC,DIESEL
8327,13,E Class,2017,15700,82342,30,61.4,2,AUTOMATIC,DIESEL
8328,13,E Class,2017,15800,72462,145,67.3,2,AUTOMATIC,DIESEL
8329,13,E Class,2017,16800,56338,145,61.4,2,AUTOMATIC,DIESEL
8330,13,E Class,2017,16800,58035,145,61.4,2,AUTOMATIC,DIESEL
8331,13,E Class,2017,16800,60223,20,72.4,2,AUTOMATIC,DIESEL
8332,13,E Class,2017,16950,92173,20,72.4,2,AUTOMATIC,DIESEL
8333,13,E Class,2017,16989,66069,20,72.4,2,AUTOMATIC,DIESEL
8334,13,E Class,2017,16995,37798,145,72.4,2,AUTOMATIC,DIESEL
8335,13,E Class,2017,16998,59946,20,72.4,2,AUTOMATIC,DIESEL
8336,13,E Class,2017,17250,31599,125,58.9,2.1,AUTOMATIC,DIESEL
8337,13,E Class,2017,17500,38473,20,72.4,2,AUTOMATIC,DIESEL
8338,13,E Class,2017,17500,43837,145,67.3,2,AUTOMATIC,DIESEL
8339,13,E Class,2017,17650,59397,20,72.4,2,SEMI-AUTO,DIESEL
8340,13,E Class,2017,17698,45093,20,72.4,2,AUTOMATIC,DIESEL
8341,13,E Class,2017,17700,34786,20,72.4,2,AUTOMATIC,DIESEL
8342,13,E Class,2017,17700,41926,145,72.4,2,AUTOMATIC,DIESEL
8343,13,E Class,2017,17800,40566,150,72.4,2,AUTOMATIC,DIESEL
8344,13,E Class,2017,17800,42081,145,72.4,2,AUTOMATIC,DIESEL
8345,13,E Class,2017,17800,42783,145,72.4,2,AUTOMATIC,DIESEL
8346,13,E Class,2017,17800,45729,150,72.4,2,AUTOMATIC,DIESEL
8347,13,E Class,2017,17989,58463,20,67.3,2,AUTOMATIC,DIESEL
8348,13,E Class,2017,17990,40789,145,72.4,2,SEMI-AUTO,DIESEL
8349,13,E Class,2017,17999,41105,145,72.4,2,AUTOMATIC,DIESEL
8350,13,E Class,2017,18000,32347,20,72.4,2,AUTOMATIC,DIESEL
8351,13,E Class,2017,18000,40953,30,65.7,2,AUTOMATIC,DIESEL
8352,13,E Class,2017,18037,61328,145,65.7,2,AUTOMATIC,DIESEL
8353,13,E Class,2017,18250,35090,150,72.4,2,AUTOMATIC,DIESEL
8354,13,E Class,2017,18298,53262,30,65.7,2,SEMI-AUTO,DIESEL
8355,13,E Class,2017,18300,38976,20,67.3,2,AUTOMATIC,DIESEL
8356,13,E Class,2017,18337,35600,145,72.4,2,AUTOMATIC,DIESEL
8357,13,E Class,2017,18400,45266,20,72.4,2,AUTOMATIC,DIESEL
8358,13,E Class,2017,18475,64327,150,65.7,2,AUTOMATIC,DIESEL
8359,13,E Class,2017,18480,44316,20,72.4,2,SEMI-AUTO,DIESEL
8360,13,E Class,2017,18490,23000,125,58.9,2.1,AUTOMATIC,DIESEL
8361,13,E Class,2017,18499,45463,20,67.3,2,SEMI-AUTO,DIESEL
8362,13,E Class,2017,18500,37596,145,65.7,2,AUTOMATIC,DIESEL
8363,13,E Class,2017,18500,48950,145,67.3,2,AUTOMATIC,DIESEL
8364,13,E Class,2017,18500,52329,145,67.3,2,AUTOMATIC,DIESEL
8365,13,E Class,2017,18600,37581,30,65.7,2,AUTOMATIC,DIESEL
8366,13,E Class,2017,18600,40337,145,72.4,2,AUTOMATIC,DIESEL
8367,13,E Class,2017,18660,30007,145,72.4,2,SEMI-AUTO,DIESEL
8368,13,E Class,2017,18699,40703,20,72.4,2,SEMI-AUTO,DIESEL
8369,13,E Class,2017,18700,28396,20,67.3,2,AUTOMATIC,DIESEL
8370,13,E Class,2017,18700,37554,145,72.4,2,AUTOMATIC,DIESEL
8371,13,E Class,2017,18791,52232,20,67.3,2,SEMI-AUTO,DIESEL
8372,13,E Class,2017,18795,40000,30,65.7,2,SEMI-AUTO,DIESEL
8373,13,E Class,2017,18798,42177,145,72.4,2,SEMI-AUTO,DIESEL
8374,13,E Class,2017,18799,43201,20,72.4,2,SEMI-AUTO,DIESEL
8375,13,E Class,2017,18836,26722,145,72.4,2,AUTOMATIC,DIESEL
8376,13,E Class,2017,18870,26057,145,72.4,2,SEMI-AUTO,DIESEL
8377,13,E Class,2017,18886,26636,145,72.4,2,AUTOMATIC,DIESEL
8378,13,E Class,2017,18900,45000,20,72.4,2,AUTOMATIC,DIESEL
8379,13,E Class,2017,18936,21195,20,72.4,2,AUTOMATIC,DIESEL
8380,13,E Class,2017,18966,29039,145,65.7,2,SEMI-AUTO,DIESEL
8381,13,E Class,2017,18990,23000,145,72.4,2,AUTOMATIC,DIESEL
8382,13,E Class,2017,18990,23800,20,72.4,2,AUTOMATIC,DIESEL
8383,13,E Class,2017,18990,25326,145,72.4,2,SEMI-AUTO,DIESEL
8384,13,E Class,2017,18990,31000,145,65.7,2,AUTOMATIC,DIESEL
8385,13,E Class,2017,18990,43500,145,61.4,2,SEMI-AUTO,DIESEL
8386,13,E Class,2017,18999,36738,145,65.7,2,AUTOMATIC,DIESEL
8387,13,E Class,2017,18999,50000,145,72.4,2,SEMI-AUTO,DIESEL
8388,13,E Class,2017,18999,77363,145,61.4,2,AUTOMATIC,DIESEL
8389,13,E Class,2017,19000,27400,30,65.7,2,AUTOMATIC,DIESEL
8390,13,E Class,2017,19000,28491,20,72.4,2,AUTOMATIC,DIESEL
8391,13,E Class,2017,19000,28950,150,67.3,2,AUTOMATIC,DIESEL
8392,13,E Class,2017,19000,32231,30,65.7,2,AUTOMATIC,DIESEL
8393,13,E Class,2017,19000,38255,150,65.7,2,AUTOMATIC,DIESEL
8394,13,E Class,2017,19000,42476,30,65.7,2,AUTOMATIC,DIESEL
8395,13,E Class,2017,19000,44784,20,67.3,2,AUTOMATIC,DIESEL
8396,13,E Class,2017,19070,39224,150,65.7,2,SEMI-AUTO,DIESEL
8397,13,E Class,2017,19150,32844,150,56.5,2.1,SEMI-AUTO,DIESEL
8398,13,E Class,2017,19199,33133,20,72.4,2,SEMI-AUTO,DIESEL
8399,13,E Class,2017,19199,49364,145,72.4,2,SEMI-AUTO,DIESEL
8400,13,E Class,2017,19200,21494,20,72.4,2,AUTOMATIC,DIESEL
8401,13,E Class,2017,19200,55910,145,67.3,2,AUTOMATIC,DIESEL
8402,13,E Class,2017,19212,42984,30,65.7,2,SEMI-AUTO,DIESEL
8403,13,E Class,2017,19250,33369,150,65.7,2,AUTOMATIC,DIESEL
8404,13,E Class,2017,19260,26233,20,72.4,2,AUTOMATIC,DIESEL
8405,13,E Class,2017,19290,25500,150,67.3,2,SEMI-AUTO,DIESEL
8406,13,E Class,2017,19299,39469,20,67.3,2,SEMI-AUTO,DIESEL
8407,13,E Class,2017,19395,22767,145,72.4,2,SEMI-AUTO,DIESEL
8408,13,E Class,2017,19400,30000,145,65.7,2,AUTOMATIC,DIESEL
8409,13,E Class,2017,19449,29935,20,72.4,2,SEMI-AUTO,DIESEL
8410,13,E Class,2017,19450,15834,20,72.4,2,SEMI-AUTO,DIESEL
8411,13,E Class,2017,19490,24046,30,65.7,2,SEMI-AUTO,DIESEL
8412,13,E Class,2017,19490,57000,145,65.7,2,AUTOMATIC,DIESEL
8413,13,E Class,2017,19495,17890,125,58.9,2.1,AUTOMATIC,DIESEL
8414,13,E Class,2017,19498,33037,150,72.4,2,SEMI-AUTO,DIESEL
8415,13,E Class,2017,19498,40470,20,72.4,2,AUTOMATIC,DIESEL
8416,13,E Class,2017,19498,47007,30,65.7,2,SEMI-AUTO,DIESEL
8417,13,E Class,2017,19498,49866,150,65.7,2,SEMI-AUTO,DIESEL
8418,13,E Class,2017,19498,54028,150,65.7,2,SEMI-AUTO,DIESEL
8419,13,E Class,2017,19499,28180,145,72.4,2,SEMI-AUTO,DIESEL
8420,13,E Class,2017,19499,28180,150,72.4,2,SEMI-AUTO,DIESEL
8421,13,E Class,2017,19500,23682,20,72.4,2,SEMI-AUTO,DIESEL
8422,13,E Class,2017,19500,26826,30,65.7,2,AUTOMATIC,DIESEL
8423,13,E Class,2017,19500,30918,30,65.7,2,AUTOMATIC,DIESEL
8424,13,E Class,2017,19500,33652,150,67.3,2,AUTOMATIC,DIESEL
8425,13,E Class,2017,19500,36347,145,65.7,2,AUTOMATIC,DIESEL
8426,13,E Class,2017,19500,37132,30,65.7,2,AUTOMATIC,DIESEL
8427,13,E Class,2017,19500,37509,30,61.4,2,SEMI-AUTO,DIESEL
8428,13,E Class,2017,19599,37722,145,65.7,2,AUTOMATIC,DIESEL
8429,13,E Class,2017,19696,26002,145,65.7,2,AUTOMATIC,DIESEL
8430,13,E Class,2017,19698,25152,145,72.4,2,SEMI-AUTO,DIESEL
8431,13,E Class,2017,19699,31817,30,65.7,2,SEMI-AUTO,DIESEL
8432,13,E Class,2017,19699,48420,145,65.7,2,SEMI-AUTO,DIESEL
8433,13,E Class,2017,19722,14222,145,72.4,2,AUTOMATIC,DIESEL
8434,13,E Class,2017,19751,36056,30,65.7,2,SEMI-AUTO,DIESEL
8435,13,E Class,2017,19760,23811,145,61.4,2,AUTOMATIC,DIESEL
8436,13,E Class,2017,19795,18057,145,67.3,2,SEMI-AUTO,DIESEL
8437,13,E Class,2017,19799,19097,20,72.4,2,SEMI-AUTO,DIESEL
8438,13,E Class,2017,19849,31508,145,72.4,2,SEMI-AUTO,DIESEL
8439,13,E Class,2017,19891,39851,145,61.4,2,SEMI-AUTO,DIESEL
8440,13,E Class,2017,19899,13959,20,72.4,2,SEMI-AUTO,DIESEL
8441,13,E Class,2017,19922,22198,20,72.4,2,SEMI-AUTO,DIESEL
8442,13,E Class,2017,19922,33019,30,65.7,2,SEMI-AUTO,DIESEL
8443,13,E Class,2017,19940,28471,20,67.3,2,SEMI-AUTO,DIESEL
8444,13,E Class,2017,19950,15474,145,72.4,2,AUTOMATIC,DIESEL
8445,13,E Class,2017,19970,10392,20,72.4,2,SEMI-AUTO,DIESEL
8446,13,E Class,2017,19980,19258,125,58.9,2.1,SEMI-AUTO,DIESEL
8447,13,E Class,2017,19980,35905,20,67.3,2,AUTOMATIC,DIESEL
8448,13,E Class,2017,19980,38193,145,72.4,2,SEMI-AUTO,DIESEL
8449,13,E Class,2017,19989,24425,145,72.4,2,AUTOMATIC,DIESEL
8450,13,E Class,2017,19990,25000,145,65.7,2,AUTOMATIC,DIESEL
8451,13,E Class,2017,19990,32000,30,65.7,2,AUTOMATIC,DIESEL
8452,13,E Class,2017,19995,21166,145,50.4,3,SEMI-AUTO,DIESEL
8453,13,E Class,2017,19998,46230,145,67.3,2,SEMI-AUTO,DIESEL
8454,13,E Class,2017,19998,52570,30,65.7,2,SEMI-AUTO,DIESEL
8455,13,E Class,2017,19999,21548,145,65.7,2,AUTOMATIC,DIESEL
8456,13,E Class,2017,19999,27381,20,72.4,2,SEMI-AUTO,DIESEL
8457,13,E Class,2017,19999,27977,20,72.4,2,AUTOMATIC,DIESEL
8458,13,E Class,2017,19999,29392,145,72.4,2,SEMI-AUTO,DIESEL
8459,13,E Class,2017,19999,35852,145,72.4,2,AUTOMATIC,DIESEL
8460,13,E Class,2017,19999,37259,145,65.7,2,AUTOMATIC,DIESEL
8461,13,E Class,2017,19999,41620,145,72.4,2,SEMI-AUTO,DIESEL
8462,13,E Class,2017,20000,21067,30,65.7,2,AUTOMATIC,DIESEL
8463,13,E Class,2017,20000,26750,150,65.7,2,AUTOMATIC,DIESEL
8464,13,E Class,2017,20000,28552,145,67.3,2,SEMI-AUTO,DIESEL
8465,13,E Class,2017,20000,29274,30,65.7,2,AUTOMATIC,DIESEL
8466,13,E Class,2017,20000,34495,145,72.4,2,SEMI-AUTO,DIESEL
8467,13,E Class,2017,20099,38566,145,61.4,2,SEMI-AUTO,DIESEL
8468,13,E Class,2017,20100,17059,30,65.7,2,AUTOMATIC,DIESEL
8469,13,E Class,2017,20150,25899,30,65.7,2,SEMI-AUTO,DIESEL
8470,13,E Class,2017,20157,13760,145,72.4,2,SEMI-AUTO,DIESEL
8471,13,E Class,2017,20199,19075,145,72.4,2,SEMI-AUTO,DIESEL
