MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
A Class,2013,8498,MANUAL,75006,DIESEL,20,72.4,1.5
C Class,2017,16500,SEMI-AUTO,14077,DIESEL,145,64.2,2.1
GLA Class,2015,14992,SEMI-AUTO,40251,DIESEL,20,62.8,2.1
GLA Class,2014,15790,SEMI-AUTO,60101,DIESEL,145,55.4,2.1
A Class,2017,16045,MANUAL,17301,DIESEL,145,62.8,2.1
GLA Class,2016,14830,AUTOMATIC,52675,DIESEL,30,64.2,2.1
GLA Class,2016,15640,AUTOMATIC,42367,DIESEL,20,64.2,2.1
A Class,2017,16980,AUTOMATIC,21430,PETROL,145,52.3,1.6
A Class,2018,19950,AUTOMATIC,89,DIESEL,145,65.7,1.5
A Class,2018,19950,AUTOMATIC,4997,DIESEL,145,65.7,1.5
A Class,2018,19950,AUTOMATIC,89,DIESEL,145,65.7,1.5
A Class,2016,17770,AUTOMATIC,19219,DIESEL,20,67.3,2.1
B Class,2020,19890,MANUAL,2001,PETROL,145,45.6,1.3
C Class,2018,21430,SEMI-AUTO,7011,DIESEL,145,64.2,1.6
E Class,2018,22240,SEMI-AUTO,14236,DIESEL,145,72.4,2
C Class,2018,24810,SEMI-AUTO,20496,DIESEL,145,67.3,2.1
CL Class,2017,17420,MANUAL,31886,DIESEL,145,67.3,2.1
GLC Class,2019,33160,SEMI-AUTO,2022,DIESEL,145,44.8,2
GLC Class,2017,28240,SEMI-AUTO,23248,DIESEL,145,56.5,2.1
A Class,2016,16780,MANUAL,15466,PETROL,145,49.6,1.6
A Class,2016,11970,SEMI-AUTO,65164,DIESEL,20,74.3,1.5
GLA Class,2016,16350,SEMI-AUTO,24955,DIESEL,20,64.2,2.1
A Class,2018,17320,SEMI-AUTO,18821,DIESEL,145,74.3,1.5
C Class,2019,26550,AUTOMATIC,4001,DIESEL,145,64.2,2
GLA Class,2016,16590,AUTOMATIC,16908,DIESEL,20,64.2,2.1
GLE Class,2017,26620,SEMI-AUTO,48551,DIESEL,145,47.9,2.1
A Class,2018,19860,SEMI-AUTO,11149,DIESEL,145,65.7,1.5
A Class,2013,9770,SEMI-AUTO,66484,PETROL,145,50.4,1.6
A Class,2019,20150,AUTOMATIC,12763,PETROL,145,53.3,1.3
GL Class,2016,29090,SEMI-AUTO,64025,DIESEL,325,36.2,3
GLE Class,2018,44150,SEMI-AUTO,10763,DIESEL,145,36.7,3
C Class,2015,16260,SEMI-AUTO,18025,DIESEL,20,64.2,2.1
M Class,2014,19420,SEMI-AUTO,42218,DIESEL,200,46.3,2.1
C Class,2015,15480,MANUAL,35223,DIESEL,20,68.9,2.1
GLA Class,2015,15640,SEMI-AUTO,47370,DIESEL,125,55.4,2.1
A Class,2019,31980,SEMI-AUTO,6512,PETROL,145,35.3,2
E Class,2015,14980,AUTOMATIC,48769,DIESEL,125,56.5,2.1
GLC Class,2018,28860,SEMI-AUTO,7158,PETROL,145,43.5,2
A Class,2018,18640,SEMI-AUTO,12801,DIESEL,145,65.7,1.5
A Class,2018,18560,SEMI-AUTO,14378,DIESEL,145,65.7,1.5
A Class,2018,18920,SEMI-AUTO,9171,DIESEL,145,65.7,1.5
GLA Class,2014,17840,SEMI-AUTO,30648,PETROL,200,42.8,2
A Class,2018,18870,SEMI-AUTO,8459,DIESEL,145,65.7,1.5
CL Class,2017,15970,MANUAL,27334,DIESEL,20,67.3,2.1
A Class,2017,17360,SEMI-AUTO,16005,DIESEL,20,68.9,2.1
B Class,2016,14980,SEMI-AUTO,12697,DIESEL,20,68.9,2.1
A Class,2014,20860,AUTOMATIC,31033,PETROL,200,40.9,2
GLA Class,2017,15090,MANUAL,32484,DIESEL,20,67.3,2.1
E Class,2017,19260,AUTOMATIC,26233,DIESEL,20,72.4,2
CL Class,2018,28220,SEMI-AUTO,27034,PETROL,145,40.9,2
A Class,2019,21660,SEMI-AUTO,15228,DIESEL,145,67.3,1.5
GLA Class,2019,21490,AUTOMATIC,13545,DIESEL,145,67.3,2.1
A Class,2019,19720,MANUAL,14780,PETROL,145,28.5,1.3
A Class,2019,20270,SEMI-AUTO,7289,PETROL,145,53.3,1.3
A Class,2019,20640,AUTOMATIC,10208,PETROL,145,53.3,1.3
A Class,2019,23490,MANUAL,300,PETROL,145,47.1,1.3
A Class,2016,17490,SEMI-AUTO,19879,PETROL,125,52.3,1.6
SL CLASS,2017,18990,AUTOMATIC,21490,DIESEL,145,70.6,2.1
CL Class,2019,29990,AUTOMATIC,3800,PETROL,145,39.8,2
GLA Class,2016,19860,SEMI-AUTO,22064,DIESEL,125,56.5,2.1
B Class,2018,17760,SEMI-AUTO,12370,DIESEL,150,68.9,2.1
CL Class,2016,19760,SEMI-AUTO,20482,DIESEL,20,67.3,2.1
A Class,2019,27990,SEMI-AUTO,3500,DIESEL,145,56.5,2
A Class,2019,25490,AUTOMATIC,1700,DIESEL,145,56.5,2
GLE Class,2019,51990,SEMI-AUTO,2800,DIESEL,145,32.8,3
GLA Class,2017,19990,AUTOMATIC,20907,DIESEL,145,56.5,2.1
GLA Class,2016,19490,AUTOMATIC,17910,DIESEL,125,56.5,2.1
A Class,2019,20990,SEMI-AUTO,2900,PETROL,145,53.3,1.3
M Class,2015,18490,SEMI-AUTO,49283,DIESEL,200,45.6,2.1
CL Class,2015,13870,MANUAL,60558,PETROL,125,50.4,1.6
GLE Class,2016,29570,AUTOMATIC,41199,PETROL,300,32.8,3
M Class,2015,20460,AUTOMATIC,43108,DIESEL,200,39.2,2.1
A Class,2016,16120,MANUAL,22125,DIESEL,20,68.9,1.5
CL Class,2017,20410,SEMI-AUTO,13895,DIESEL,145,58.9,2.1
GLE Class,2016,27260,SEMI-AUTO,33177,DIESEL,200,47.9,2.1
E Class,2015,15360,SEMI-AUTO,58248,DIESEL,125,56.5,2.1
E Class,2020,59995,SEMI-AUTO,250,PETROL,145,32.1,3
C Class,2020,69995,SEMI-AUTO,250,PETROL,145,28,4
CL Class,2020,28995,SEMI-AUTO,4500,PETROL,145,44.8,1.3
C Class,2020,31995,SEMI-AUTO,5000,DIESEL,145,58.9,1.6
E Class,2017,31995,SEMI-AUTO,26869,DIESEL,145,41.5,3
S Class,2018,79995,SEMI-AUTO,6623,PETROL,150,34,4
C Class,2019,38995,SEMI-AUTO,12357,PETROL,150,29.7,3
A Class,2017,19495,SEMI-AUTO,23645,PETROL,125,52.3,1.6
A Class,2019,24495,SEMI-AUTO,10783,PETROL,150,53.3,1.3
GLC Class,2019,33480,SEMI-AUTO,2552,DIESEL,145,44.8,2
B Class,2019,20490,MANUAL,4001,PETROL,145,45.6,1.3
A Class,2017,12920,MANUAL,41258,DIESEL,20,72.4,1.5
C Class,2018,22480,SEMI-AUTO,10339,DIESEL,145,58.9,2.1
C Class,2016,17228,SEMI-AUTO,60677,DIESEL,30,64.2,2.1
GLC Class,2017,27980,SEMI-AUTO,27002,DIESEL,150,56.5,2.1
A Class,2019,19980,MANUAL,11249,PETROL,150,28.5,1.3
C Class,2017,18340,SEMI-AUTO,38609,DIESEL,30,64.2,2.1
GLC Class,2019,33140,SEMI-AUTO,3320,DIESEL,150,44.8,2
GLC Class,2019,29240,SEMI-AUTO,12975,DIESEL,150,56.5,2.1
CLS Class,2017,28995,SEMI-AUTO,8591,PETROL,150,39.2,3.5
GLE Class,2019,57995,SEMI-AUTO,3500,DIESEL,145,32.5,3
A Class,2017,17995,SEMI-AUTO,26647,DIESEL,145,67.3,2.1
SL CLASS,2019,32995,SEMI-AUTO,10368,PETROL,145,36.2,3
C Class,2016,26495,SEMI-AUTO,22456,PETROL,260,35.8,3
C Class,2020,39995,SEMI-AUTO,5000,PETROL,145,44.1,1.5
GLB Class,2020,35995,SEMI-AUTO,4500,DIESEL,145,47.9,2
C Class,2020,37995,SEMI-AUTO,5000,PETROL,145,46.3,1.5
GLC Class,2020,43995,SEMI-AUTO,4500,DIESEL,145,40.4,2
E Class,2020,65995,SEMI-AUTO,200,PETROL,145,31.7,3
C Class,2015,10397,MANUAL,79881,DIESEL,20,65.7,2.1
B Class,2014,9890,AUTOMATIC,41039,DIESEL,30,64.2,1.5
A Class,2014,10610,AUTOMATIC,41174,PETROL,125,52.3,1.6
C Class,2015,10610,MANUAL,83047,DIESEL,20,70.6,1.6
GLC Class,2020,44995,SEMI-AUTO,6000,DIESEL,145,40.4,2
C Class,2019,23995,SEMI-AUTO,15280,PETROL,145,44.1,1.5
C Class,2019,25495,SEMI-AUTO,631,DIESEL,145,60.1,2.1
SL CLASS,2019,31495,SEMI-AUTO,8048,PETROL,145,47.1,2
C Class,2019,25995,SEMI-AUTO,10085,DIESEL,145,56.5,2
A Class,2019,25495,SEMI-AUTO,7908,PETROL,145,53.3,1.3
E Class,2019,38995,SEMI-AUTO,2419,DIESEL,145,46.3,3
V Class,2019,39995,SEMI-AUTO,4823,DIESEL,145,45.6,2.2
C Class,2019,20495,SEMI-AUTO,13742,DIESEL,145,61.4,2
A Class,2018,22495,SEMI-AUTO,10856,PETROL,145,53.3,1.3
A Class,2020,29995,SEMI-AUTO,5000,DIESEL,145,56.5,2
A Class,2020,26995,MANUAL,5000,PETROL,145,47.1,1.3
A Class,2019,23480,AUTOMATIC,5200,DIESEL,145,62.8,1.5
A Class,2019,18760,AUTOMATIC,16060,DIESEL,145,68.9,1.5
E Class,2016,18260,AUTOMATIC,37199,DIESEL,30,65.7,2
C Class,2017,18970,AUTOMATIC,19858,DIESEL,145,64.2,1.6
GLC Class,2017,25260,AUTOMATIC,18391,DIESEL,145,56.5,2.1
A Class,2017,17420,MANUAL,8168,PETROL,145,51.4,1.6
GLA Class,2017,16120,MANUAL,29480,DIESEL,30,64.2,2.1
C Class,2016,21870,SEMI-AUTO,7576,DIESEL,20,67.3,2.1
E Class,2017,19760,AUTOMATIC,23811,DIESEL,145,61.4,2
E Class,2017,18870,SEMI-AUTO,26057,DIESEL,145,72.4,2
CL Class,2017,16880,SEMI-AUTO,46721,DIESEL,145,70.6,2.1
A Class,2014,20965,SEMI-AUTO,23776,PETROL,200,40.9,2
C Class,2017,14965,SEMI-AUTO,40623,DIESEL,30,64.2,1.6
E Class,2015,13532,AUTOMATIC,71235,DIESEL,145,53.3,3
A Class,2014,10500,MANUAL,81000,DIESEL,20,72.4,1.5
X-CLASS,2019,31750,AUTOMATIC,7000,DIESEL,260,35.8,2.3
E Class,2016,22495,SEMI-AUTO,22436,DIESEL,30,61.4,2
SL CLASS,2018,49995,SEMI-AUTO,10767,PETROL,145,31.4,4.7
V Class,2019,37995,SEMI-AUTO,10593,DIESEL,145,45.6,2.2
A Class,2013,21495,SEMI-AUTO,14700,PETROL,200,40.9,2
C Class,2016,17995,SEMI-AUTO,33000,DIESEL,30,61.4,2.1
GLC Class,2016,24495,AUTOMATIC,32018,DIESEL,125,56.5,2.1
E Class,2016,19995,SEMI-AUTO,22000,DIESEL,20,72.4,2
E Class,2019,51995,SEMI-AUTO,9749,PETROL,145,32.1,3
E Class,2019,28871,SEMI-AUTO,8529,DIESEL,150,61.4,2
A Class,2017,18961,SEMI-AUTO,10351,DIESEL,150,68.9,2.1
E Class,2019,24995,SEMI-AUTO,15033,DIESEL,150,72.4,2
A Class,2019,24995,SEMI-AUTO,10846,PETROL,150,28.5,2
GLA Class,2019,25995,SEMI-AUTO,511,PETROL,150,48.7,1.6
E Class,2019,27995,SEMI-AUTO,5594,DIESEL,150,58.9,2
A Class,2019,25495,SEMI-AUTO,7196,PETROL,150,53.3,1.3
S Class,2019,109995,SEMI-AUTO,4688,PETROL,150,31.7,4
C Class,2019,39995,SEMI-AUTO,4604,PETROL,150,29.4,3
GLA Class,2019,24995,SEMI-AUTO,12136,PETROL,150,48.7,1.6
X-CLASS,2018,33000,AUTOMATIC,14500,DIESEL,260,35.8,2.3
X-CLASS,2018,23000,AUTOMATIC,3900,DIESEL,260,35.8,2.3
V Class,2018,19000,MANUAL,29000,DIESEL,145,46.3,2.1
V Class,2018,19000,MANUAL,49000,DIESEL,145,46.3,2.1
A Class,2018,18490,AUTOMATIC,8245,DIESEL,145,65.7,1.5
A Class,2016,16260,SEMI-AUTO,23216,DIESEL,20,74.3,1.5
B Class,2014,10500,MANUAL,33000,DIESEL,125,61.4,1.8
GLA Class,2018,22000,SEMI-AUTO,14869,DIESEL,145,56.5,2.1
GLC Class,2020,37990,SEMI-AUTO,1610,DIESEL,145,40.9,2
GLA Class,2017,20472,SEMI-AUTO,13097,DIESEL,125,56.5,2.1
C Class,2016,15952,AUTOMATIC,34327,DIESEL,20,64.2,2.1
A Class,2017,15122,MANUAL,15036,PETROL,125,51.4,1.6
C Class,2015,15542,SEMI-AUTO,49436,DIESEL,30,62.8,2.1
A Class,2017,31342,SEMI-AUTO,9872,PETROL,145,40.9,2
E Class,2018,29172,SEMI-AUTO,7634,DIESEL,145,70.6,2
E Class,2017,24702,AUTOMATIC,17337,DIESEL,145,61.4,2
GLC Class,2016,14331,SEMI-AUTO,53818,DIESEL,125,56.5,2.1
SL CLASS,2017,21122,SEMI-AUTO,13573,PETROL,145,47.9,2
A Class,2019,20596,AUTOMATIC,7655,PETROL,145,53.3,1.3
GLC Class,2017,30971,SEMI-AUTO,9501,DIESEL,145,56.5,2.1
C Class,2017,18372,SEMI-AUTO,26508,PETROL,145,50.4,2
A Class,2018,22022,SEMI-AUTO,3512,PETROL,145,53.3,1.3
C Class,2015,16592,SEMI-AUTO,25230,DIESEL,20,64.2,2.1
A Class,2019,22702,SEMI-AUTO,11615,DIESEL,145,67.3,1.5
C Class,2018,25882,AUTOMATIC,12145,DIESEL,145,58.9,2.1
C Class,2019,29046,AUTOMATIC,5971,DIESEL,145,61.4,2
A Class,2019,20096,AUTOMATIC,7032,DIESEL,145,68.9,1.5
GLC Class,2018,27462,SEMI-AUTO,15123,DIESEL,145,56.5,2.1
C Class,2019,26256,SEMI-AUTO,14895,DIESEL,145,61.4,2
GLE Class,2018,31990,AUTOMATIC,25908,DIESEL,145,37.7,3
GLE Class,2018,29490,AUTOMATIC,32039,DIESEL,145,47.9,2.1
E Class,2018,21490,SEMI-AUTO,25978,DIESEL,145,61.4,2
B Class,2019,21690,SEMI-AUTO,13690,PETROL,145,45.6,1.3
C Class,2016,19490,SEMI-AUTO,26900,DIESEL,30,64.2,2.1
GLA Class,2016,18690,SEMI-AUTO,30898,DIESEL,125,56.6,2.1
GLC Class,2017,26000,SEMI-AUTO,16895,DIESEL,145,56.5,2.1
CL Class,2017,18300,AUTOMATIC,39962,DIESEL,125,58.9,2.1
C Class,2017,25232,AUTOMATIC,15104,DIESEL,145,58.9,2.1
E Class,2017,23072,SEMI-AUTO,16931,DIESEL,145,65.7,2
SL CLASS,2019,30182,AUTOMATIC,3988,PETROL,145,47.1,2
CL Class,2019,26176,SEMI-AUTO,14204,DIESEL,145,51.4,2.2
C Class,2018,30022,AUTOMATIC,6061,DIESEL,145,54.3,2
E Class,2016,19502,SEMI-AUTO,21733,DIESEL,20,72.4,2
E Class,2017,22482,AUTOMATIC,18902,DIESEL,145,65.7,2
GLC Class,2018,27902,SEMI-AUTO,13512,DIESEL,145,56.5,2.1
C Class,2016,18495,SEMI-AUTO,30000,HYBRID,0,74.3,2.1
C Class,2017,15495,MANUAL,31070,PETROL,125,51.4,2
C Class,2017,30995,AUTOMATIC,22191,PETROL,145,34,3
GLC Class,2016,24495,SEMI-AUTO,11400,DIESEL,125,56.5,2.1
A Class,2019,27495,SEMI-AUTO,3719,PETROL,145,47.1,1.3
GLC Class,2020,45995,SEMI-AUTO,6000,DIESEL,145,40.4,2
A Class,2018,78995,SEMI-AUTO,8420,PETROL,145,30.1,4
C Class,2017,25995,AUTOMATIC,20875,DIESEL,145,54.3,2.1
SL CLASS,2016,36995,SEMI-AUTO,11888,PETROL,235,36.7,3
A Class,2016,17102,SEMI-AUTO,19843,DIESEL,20,68.9,2.1
E Class,2019,38995,SEMI-AUTO,8356,DIESEL,150,45.6,3
E Class,2018,30202,SEMI-AUTO,20001,DIESEL,145,53.3,2
E Class,2013,12622,SEMI-AUTO,62048,DIESEL,125,57.7,2.1
GLC Class,2016,24995,SEMI-AUTO,18160,DIESEL,125,56.5,2.1
GLC Class,2017,26498,SEMI-AUTO,33523,DIESEL,145,56.5,2.1
GLC Class,2017,26998,SEMI-AUTO,36239,DIESEL,145,56.5,2.1
C Class,2016,16998,SEMI-AUTO,13795,DIESEL,30,65.7,1.6
A Class,2017,17891,SEMI-AUTO,21844,DIESEL,150,68.9,2.1
GLC Class,2016,20871,SEMI-AUTO,44482,DIESEL,125,56.5,2.1
CL Class,2019,25691,SEMI-AUTO,8202,DIESEL,150,51.4,2.2
B Class,2015,10291,SEMI-AUTO,54719,DIESEL,20,70.6,1.5
GLA Class,2014,12981,MANUAL,55905,DIESEL,30,62.8,2.1
CL Class,2017,17892,MANUAL,10393,PETROL,150,51.4,1.6
A Class,2017,16722,MANUAL,23644,PETROL,145,49.6,1.6
C Class,2017,22792,SEMI-AUTO,11163,PETROL,145,48.7,2
C Class,2019,41070,AUTOMATIC,7969,PETROL,145,29.4,3
SL CLASS,2019,79480,AUTOMATIC,150,PETROL,145,28,5.5
SL CLASS,2019,29730,SEMI-AUTO,150,PETROL,145,47.1,2
C Class,2016,17822,SEMI-AUTO,19682,DIESEL,20,64.2,2.1
E Class,2015,19132,SEMI-AUTO,45669,DIESEL,160,51.4,3
GLA Class,2017,19602,SEMI-AUTO,11525,DIESEL,30,64.2,2.1
V Class,2018,42510,AUTOMATIC,10044,DIESEL,145,44.8,2.2
B Class,2019,21590,SEMI-AUTO,7364,DIESEL,145,55.4,2
E Class,2019,28995,SEMI-AUTO,12630,DIESEL,145,61.4,2
E Class,2019,39995,SEMI-AUTO,10374,DIESEL,145,38.2,3
SL CLASS,2017,22495,SEMI-AUTO,13873,PETROL,145,47.9,2
A Class,2019,39995,SEMI-AUTO,3618,PETROL,145,36.7,2
A Class,2018,24995,SEMI-AUTO,5250,PETROL,145,53.3,1.3
GLE Class,2016,29995,SEMI-AUTO,2933,DIESEL,200,47.9,2.1
V Class,2019,38995,SEMI-AUTO,13347,DIESEL,145,45.6,2.2
GLA Class,2019,24995,SEMI-AUTO,16399,PETROL,145,42.8,2
E Class,2016,23495,SEMI-AUTO,19433,DIESEL,30,65.7,2
GLE Class,2018,45071,SEMI-AUTO,12100,DIESEL,145,36.7,3
E Class,2015,15181,SEMI-AUTO,38059,DIESEL,125,61.4,2.1
GLC Class,2017,29151,SEMI-AUTO,30744,DIESEL,145,56.5,2.1
C Class,2017,20612,SEMI-AUTO,27526,DIESEL,30,64.2,2.1
C Class,2016,18211,SEMI-AUTO,16206,DIESEL,30,64.2,2.1
A Class,2016,13891,SEMI-AUTO,36046,PETROL,125,53.3,1.6
E Class,2018,28372,SEMI-AUTO,7410,DIESEL,145,70.6,2
GLA Class,2017,21182,AUTOMATIC,10827,DIESEL,125,56.5,2.1
C Class,2019,49780,AUTOMATIC,5654,PETROL,145,28.5,4
B Class,2019,23480,AUTOMATIC,150,DIESEL,145,55.4,2
A Class,2019,21400,MANUAL,5153,PETROL,145,28.5,1.3
A Class,2019,28490,AUTOMATIC,3826,PETROL,145,53.3,1.3
A Class,2019,36990,AUTOMATIC,4500,PETROL,145,36.7,2
GLE Class,2019,55491,AUTOMATIC,1795,DIESEL,145,36.7,2
E Class,2019,39990,AUTOMATIC,5817,DIESEL,145,45.6,2
GLC Class,2019,41990,AUTOMATIC,4569,DIESEL,145,40.9,2
GLC Class,2019,34990,AUTOMATIC,6500,PETROL,145,34,2
E Class,2020,42490,SEMI-AUTO,3900,DIESEL,145,70.6,2
CL Class,2018,33450,AUTOMATIC,7823,PETROL,145,40.9,2
C Class,2019,38610,AUTOMATIC,6249,PETROL,145,29.1,3
C Class,2019,34990,AUTOMATIC,3196,DIESEL,145,54.3,1.6
GLA Class,2016,21481,SEMI-AUTO,6662,PETROL,145,48.7,1.6
S Class,2019,56499,AUTOMATIC,582,HYBRID,135,122.9,3
C Class,2019,28290,AUTOMATIC,8421,DIESEL,145,64.2,2
A Class,2017,16770,SEMI-AUTO,9321,PETROL,145,53.3,1.6
A Class,2013,12490,SEMI-AUTO,43507,DIESEL,30,64.2,2.1
E Class,2017,21734,AUTOMATIC,17327,DIESEL,145,65.7,2
A Class,2015,11623,AUTOMATIC,61884,DIESEL,20,68.9,2.1
A Class,2016,18391,SEMI-AUTO,16000,DIESEL,20,68.9,2.1
A Class,2016,14555,MANUAL,31865,DIESEL,20,68.9,1.5
A Class,2016,16585,SEMI-AUTO,23216,DIESEL,20,74.3,1.5
CL Class,2014,14941,SEMI-AUTO,66694,DIESEL,30,62.8,1.8
A Class,2017,17712,SEMI-AUTO,28663,PETROL,125,52.3,1.6
A Class,2019,21480,AUTOMATIC,150,DIESEL,145,56.5,2
C Class,2017,20022,SEMI-AUTO,35214,DIESEL,30,64.2,2.1
C Class,2017,17313,AUTOMATIC,14364,PETROL,125,53.3,2
C Class,2017,24352,AUTOMATIC,8884,DIESEL,20,67.3,2.1
CL Class,2017,20961,MANUAL,16536,PETROL,200,42.2,2
A Class,2015,13022,SEMI-AUTO,32230,DIESEL,20,68.9,1.5
C Class,2017,25498,AUTOMATIC,6067,DIESEL,145,67.3,2.1
C Class,2016,21698,SEMI-AUTO,15804,HYBRID,0,134.5,2
E Class,2016,19998,SEMI-AUTO,20215,DIESEL,20,72.4,2
B Class,2019,20498,SEMI-AUTO,15545,PETROL,145,45.6,1.3
E Class,2015,15998,AUTOMATIC,50087,DIESEL,145,53.3,3
GLC Class,2016,25998,SEMI-AUTO,21677,DIESEL,125,56.5,2.1
A Class,2015,12498,MANUAL,27680,DIESEL,30,64.2,2.1
V Class,2018,24998,MANUAL,23275,DIESEL,145,46.3,2.1
A Class,2014,12468,SEMI-AUTO,33211,DIESEL,30,65.7,1.8
A Class,2014,10991,MANUAL,53828,DIESEL,20,70.6,1.5
GLA Class,2016,17221,SEMI-AUTO,40308,DIESEL,125,56.5,2.1
C Class,2017,20091,SEMI-AUTO,24991,DIESEL,150,61.4,2.1
B Class,2013,8450,MANUAL,46831,DIESEL,125,61.4,1.8
A Class,2017,16490,SEMI-AUTO,41445,DIESEL,20,74.3,1.5
A Class,2018,18750,SEMI-AUTO,8759,PETROL,145,52.3,1.6
GLA Class,2018,20911,SEMI-AUTO,19004,DIESEL,150,56.5,2.1
GLA Class,2017,21291,SEMI-AUTO,15830,DIESEL,150,56.5,2.1
B Class,2017,12730,MANUAL,14882,DIESEL,150,68.9,1.5
E Class,2018,21331,SEMI-AUTO,41530,DIESEL,145,65.7,2
E Class,2018,28990,SEMI-AUTO,13590,DIESEL,145,51.4,3
A Class,2018,30881,SEMI-AUTO,9840,PETROL,145,40.9,2
GLS Class,2019,46931,SEMI-AUTO,7650,DIESEL,150,37.2,3
CL Class,2017,17565,SEMI-AUTO,43658,DIESEL,20,70.6,2.1
C Class,2015,15790,SEMI-AUTO,19830,PETROL,125,50.4,2
C Class,2020,36990,SEMI-AUTO,3953,PETROL,145,42.2,2
A Class,2017,15943,SEMI-AUTO,19130,DIESEL,145,70.6,2.1
GLE Class,2016,25491,SEMI-AUTO,35138,DIESEL,200,47.9,2.1
C Class,2015,14984,SEMI-AUTO,68647,DIESEL,30,64.2,2.1
B Class,2020,20850,MANUAL,3955,PETROL,145,45.6,1.3
GLA Class,2017,17016,MANUAL,24464,DIESEL,145,67.3,2.1
A Class,2017,16015,MANUAL,25428,PETROL,145,51.4,1.6
SL CLASS,2017,22495,SEMI-AUTO,15092,PETROL,150,47.9,2
CLS Class,2019,69995,SEMI-AUTO,992,PETROL,150,31.7,3
S Class,2018,72995,SEMI-AUTO,9740,PETROL,145,34,4
A Class,2018,19491,SEMI-AUTO,4265,DIESEL,145,65.7,1.5
GLC Class,2016,27050,SEMI-AUTO,38438,DIESEL,145,56.5,2.1
E Class,2017,19450,SEMI-AUTO,15834,DIESEL,20,72.4,2
A Class,2020,23970,SEMI-AUTO,1500,DIESEL,145,65.7,1.5
A Class,2018,18691,SEMI-AUTO,12043,DIESEL,145,65.7,1.5
GLC Class,2016,22650,AUTOMATIC,52567,DIESEL,125,56.5,2.1
GLA Class,2016,19297,AUTOMATIC,21761,PETROL,200,43.5,2
B Class,2018,17991,SEMI-AUTO,6132,PETROL,150,50.4,1.6
A Class,2017,15695,MANUAL,24866,PETROL,150,49.6,1.6
GLA Class,2018,20991,SEMI-AUTO,18777,DIESEL,150,56.5,2.1
A Class,2019,20080,SEMI-AUTO,12291,PETROL,145,53.3,1.3
A Class,2019,19592,MANUAL,11245,PETROL,145,28.5,1.3
C Class,2019,27810,AUTOMATIC,6621,DIESEL,145,61.4,2
E Class,2019,36247,AUTOMATIC,2459,DIESEL,145,48.7,3
E Class,2016,19700,SEMI-AUTO,24874,DIESEL,30,65.7,2
C Class,2018,28750,AUTOMATIC,7140,DIESEL,145,54.3,2
A Class,2018,19470,SEMI-AUTO,8970,PETROL,145,53.3,1.3
E Class,2017,20997,AUTOMATIC,20730,DIESEL,145,65.7,2
E Class,2016,19370,SEMI-AUTO,12824,DIESEL,20,72.4,2
C Class,2017,26790,AUTOMATIC,4910,PETROL,145,40.9,2
E Class,2017,19751,SEMI-AUTO,36056,DIESEL,30,65.7,2
E Class,2017,20795,SEMI-AUTO,28348,DIESEL,145,65.7,2
SL CLASS,2016,18991,SEMI-AUTO,11813,DIESEL,30,70.6,2.1
GLA Class,2017,30500,SEMI-AUTO,18791,PETROL,145,38.2,2
GLE Class,2017,28795,SEMI-AUTO,17713,DIESEL,145,47.9,2.1
E Class,2017,22740,AUTOMATIC,25567,DIESEL,145,51.4,3
CL Class,2018,31850,SEMI-AUTO,10500,PETROL,145,40.9,2
GLE Class,2019,44500,AUTOMATIC,8489,DIESEL,145,36.7,3
V Class,2018,21996,MANUAL,34483,DIESEL,145,46.3,2.1
X-CLASS,2018,18991,MANUAL,14243,DIESEL,260,37.2,2.3
C Class,2017,15280,MANUAL,27832,DIESEL,145,72.4,1.6
E Class,2017,19150,SEMI-AUTO,32844,DIESEL,150,56.5,2.1
E Class,2017,19070,SEMI-AUTO,39224,DIESEL,150,65.7,2
A Class,2017,15490,MANUAL,40014,DIESEL,30,62.8,2.1
C Class,2017,35420,SEMI-AUTO,24057,PETROL,150,34.5,4
E Class,2014,13000,SEMI-AUTO,60500,DIESEL,125,57.7,2.1
GLC Class,2017,29500,SEMI-AUTO,25782,DIESEL,150,56.5,2.1
C Class,2017,33000,SEMI-AUTO,10439,PETROL,145,35.3,3
A Class,2018,28350,SEMI-AUTO,29724,PETROL,145,40.9,2
M Class,2015,32250,SEMI-AUTO,43910,PETROL,570,23.9,5.5
GLC Class,2018,53750,AUTOMATIC,5444,PETROL,145,27.4,4
CLS Class,2014,16500,SEMI-AUTO,53931,DIESEL,200,46.3,3
A Class,2016,13995,SEMI-AUTO,64168,DIESEL,20,67.3,2.1
GLC Class,2017,26998,SEMI-AUTO,21554,DIESEL,145,56.5,2.1
GLC Class,2017,28998,SEMI-AUTO,21263,DIESEL,145,56.5,2.1
S Class,2017,31055,SEMI-AUTO,13763,DIESEL,160,50.4,3
C Class,2017,18115,SEMI-AUTO,20846,PETROL,145,50.4,2
A Class,2016,14541,MANUAL,17474,DIESEL,20,72.4,1.5
E Class,2017,20000,SEMI-AUTO,28552,DIESEL,145,67.3,2
C Class,2016,14750,AUTOMATIC,28612,DIESEL,20,65.7,2.1
A Class,2018,18551,SEMI-AUTO,14444,DIESEL,145,65.7,1.5
E Class,2017,20150,SEMI-AUTO,25899,DIESEL,30,65.7,2
A Class,2018,17689,AUTOMATIC,11791,DIESEL,145,68.9,2.1
CL Class,2018,19005,MANUAL,13515,DIESEL,145,65.7,2.1
